AT,V,AP,RH,PE
10.71,39.61,1018.72,73.66,472.0633005
10.77,41.46,1021.42,87.18,479.22
23.57,61.47,1009.27,84.17,435.82
19.73,56.65,1020.7,69.49,459.1666995
31.9,73.42,1010.82,60.58,430.5633005
26.77,64.45,1013.26,44.56,449.1
19.05,44.06,1017.02,73.76,452.5733005
29.39,69.89,1013.92,47.36,432.5633005
16.42,40.56,1020.36,50.62,472.17
27.23,66.48,1005.23,52.38,434.2566995
24.02,70.94,1008,79.55,439.8633005
22.44,58.16,1017.28,63.68,454.4166995
25.14,67.32,1013.96,41.78,435.39
25.42,73.21,1001.91,93.78,433.7466995
25.9,71.73,1010.18,74.83,436.5466995
8.14,36.24,1013.15,87.85,478.5433005
31.13,67.45,1015.02,41.34,435.14
21.52,46.21,1010.62,67.62,449.08
29.23,75.6,1017.72,52.26,437.2133005
33.5,70.8,1008.99,57.24,434.8966995
20.37,44.58,1016.77,66.22,463.2
23.19,45.61,1013.18,73.46,454.62
20.88,56.85,1010.91,84.28,441.7866995
12.59,40.03,1018.76,85.4,469.9233005
23.24,63.76,1010.1,79.16,443.0566995
9.42,41.4,1029.99,88.41,475.3033005
9.87,40.81,1017.17,84.25,474.9066995
11.22,41.93,1023.13,69.35,482.4166995
7.79,41.16,1023.17,97.11,471.82
13.9,41.17,1016.84,72.9,467.2533005
30.69,74.16,1012.71,60.89,436.8766995
27.16,59.87,1011.78,58.84,444.6733005
26.58,62.39,1006.36,68.98,436.9533005
23.99,45.87,1007.63,52.62,443.66
10.68,37.92,1009.59,65.05,472.3233005
16.16,52.05,1013.19,75.37,464.7966995
22.69,58.46,1017.74,75.21,441.7633005
10.6,41.17,1018.38,87.92,478.47
27.14,70.32,1007.08,73.08,425.5033005
23.22,59.15,1014.58,75.18,445.4066995
26.27,59.44,1012.23,58.77,445.3766995
14.73,39.52,1017.01,74.21,472.1566995
33.08,69.75,1009.03,43.69,434.98
32.31,66.44,1009.6,63.92,426.7333005
25.14,63.47,1012.58,70.27,442.2233005
10.42,44.85,1014.18,88.36,477.3233005
21.97,58.79,1010.93,86.7,447.0933005
29.86,64.79,1017.37,44.8,441.5966995
20.35,50.9,1012.6,72.43,455.2066995
7.91,37.8,1020.59,61,483.49
27.54,75.6,1018.26,57.89,439.1633005
27.07,66.93,1017.32,55.38,448.1866995
23.32,66.48,1003.92,72.25,437.9666995
27.16,66.44,1011.2,73.37,431.85
29.72,68.08,1010.72,53.46,428.6533005
8.33,39.72,1020.24,82.84,480.8266995
25.56,74.67,1016.62,76.1,437.5166995
28.93,74.78,1009.48,56.4,439.0466995
10.08,40.72,1022.7,67.3,482.5066995
13.7,42.86,1030.68,79.77,471.9866995
9.43,41.4,1028.42,84.92,480.9866995
24.3,69.94,1007.02,62.14,437.2133005
8.27,38.56,1016.47,66.6,485.31
27.24,44.89,1009.61,51.89,444.5466995
9,39.18,1024.38,84.91,484.9666995
25.99,74.67,1016.59,83.39,432.9933005
30.45,43.21,1011.35,63.59,440.3866995
21.04,69.48,1011.07,89.92,439.53
7.19,39.37,1019.67,70.77,480.4
14.42,44.66,1016.1,93.89,459.6333005
21.47,60.77,1018.06,85.73,444.02
28.68,73.77,1004.72,87.01,433.3666995
26.71,59.39,1014.24,66.45,439.33
25.65,78.92,1010.83,86.56,434.78
17.33,42.28,1007.97,50.33,463.9666995
13.64,44.88,1019.85,56.86,468.3666995
15.79,58.86,1015.85,91.91,455.15
25.38,71.73,1009.97,72.6,436.1466995
13.01,41.17,1017.26,76.2,471.1866995
8.88,41.54,1019.05,80.77,484.99
22.67,62.52,1016.47,65.63,447.6333005
15.25,46.36,1019.69,95.83,463.3866995
17.9,48.98,1014.17,80.4,451.3133005
33.75,64.96,1002.54,39.28,434.3266995
27.59,54.2,1013.1,51.61,439.31
31.88,70.36,1006.2,57.51,436.7133005
24.82,66.48,1006.4,70.21,435.3266995
22.38,49.3,1003.56,83.83,439.2933005
32.91,73.68,1014.49,50.62,426.28
9.97,41.62,1013.99,96.02,463.1533005
22.78,58.59,1012.84,65.55,447.1566995
8.81,44.68,1023.06,93.93,480.9466995
28.85,71.32,1009.09,76.9,436.8366995
15.21,35.4,1016.31,58.26,468.18
14.22,45.01,1014.17,70.14,464.06
25.6,66.48,1006.16,69.34,435.12
17.09,42.42,1009.03,72.01,464.11
10.2,40.67,1016.15,73.2,483.9666995
7.4,41.04,1024.44,90.9,477.69
13.64,34.03,1018.32,62.2,469.61
15.84,41.66,1009.69,62.81,465.5
22.95,70.98,1005.36,93.76,437.1233005
23.07,65.27,1013.24,58.38,443.42
25.52,63.94,1017.81,41.54,440.32
23.24,68.31,1009.71,80.8,439.0733005
32.46,74.33,1012.61,37.07,427.87
8.94,41.38,1021.5,79.45,478.2433005
17.67,45.09,1014.26,51.92,459.3766995
23.82,44.89,1009.39,74.69,443.7433005
19.67,60.77,1017.33,88.13,444.87
26.23,59.07,1008.2,78.93,441.8866995
10.03,43.13,1014.85,70.09,480.4533005
7.65,41.01,1024.31,97.17,474.1833005
27.98,67.17,1007.32,75.29,440.68
13.74,43.71,1025.45,86.62,466.9466995
17.79,43.52,1020.65,68.29,458.57
7.55,42.85,1011.21,93.25,484.93
19.77,54.42,1011.73,89.26,456.5033005
24.89,66.49,1010.15,65.65,436.39
4.97,38.91,1018.99,89.86,489.96
14.64,39.31,1008.84,79.3,461.0133005
28.71,71.64,1005.21,71.11,432.05
25.15,68.61,1011.03,53.59,449.6166995
24.28,71.98,1006.34,90.45,432.47
30.28,74.67,1016.45,55.76,426.5633005
13.7,43.22,1012.01,71.57,465.6966995
28.19,62.6,1017.34,46.95,451.3166995
24.73,71.14,1009.07,68.87,435.8433005
30.44,68.84,1010.97,55.34,438.31
7.54,38.56,1016.49,69.1,488.4666995
24.39,70.72,1009.78,82.25,440.3333005
14.68,58.2,1018.5,83.3,458.51
10.14,42.02,1003.19,96.51,473.8766995
7.9,40,1018.74,79.55,476.2066995
6.76,39.22,1013.91,77,487.08
23.57,66.75,1018.06,80.19,438.0033005
27.37,76.2,1006.03,67.07,435.64
18.97,50.59,1016.01,74.9,457.9733005
13.01,41.49,1019.82,92.86,466.5
6.9,39.81,1016.74,88.24,481.88
27.89,68.12,1012.78,48.72,437.3966995
21.1,62.66,1011.19,83.49,448.8
23.19,49.82,1014.59,70.52,449.3733005
29.58,76.2,1008.37,60.73,435.6166995
27.51,73.67,1005.71,76.75,430.2633005
28.51,74.78,1009.84,59.06,432.7233005
24.77,57.17,1010.66,73,439.4133005
27.25,50.05,1006.53,60.64,437.9233005
17.4,43.14,1018.51,75.31,459.2966995
25.77,63.31,1012.76,65.98,439.98
26.13,71.25,999.8,88.47,432.3066995
30.05,73.68,1014.95,70.6,436.6266995
34.18,78.05,1010.71,66.77,432.1
15.11,43.67,1012.06,91.75,466.1133005
12.11,41.17,1019.46,62.59,475.53
22.21,69.71,1009.69,96.85,441.8466995
25.37,59.14,1017.27,78.07,435.4833005
16.62,52.05,1011.96,67.81,459.5966995
6.03,41.17,1019.81,84.2,490.2766995
29.82,69.75,1010.09,65.02,444.3066995
31.3,70.79,1004.3,54.37,428.75
24.74,59.21,1012.18,74.2,440.36
18.4,50.16,1011.51,98.07,455.4866995
8.23,40.77,1011.92,90.59,477.5333005
24.71,60.77,1016.67,69.7,443.52
30.07,70.04,1010.84,55.74,428.0566995
7.45,39.61,1017.88,79.73,477.1833005
14.07,40.78,1024.67,72.66,458.4166995
8.69,41.04,1026.87,80.28,475.4933005
23.94,51.95,1008.61,73.42,446.9633005
13.15,42.44,1014.51,99.53,471.0466995
22.44,63.47,1012.02,91.08,442.9433005
24.67,68.61,1010.71,57.47,452.3466995
7.07,37.49,1010.35,87.19,479.8733005
14.8,44.21,1021.59,89.24,467.9166995
22.83,41.1,1002,38.62,449.99
10.29,40,1021.46,90.6,481.2866995
22.42,59.43,1007.12,90.56,440.99
21.85,63.86,1020.16,68.84,447.3266995
10.64,39.61,1018.33,66.81,469.7733005
8.99,39.04,1021.99,75.98,481.6433005
32.27,71.85,1008.06,59.28,431.4266995
27.27,67.9,1006.36,62.12,438.3466995
15.69,44.6,1014.06,61.51,462.07
27.47,69.98,1008.53,58.72,431.11
6.69,36.24,1013.35,91.09,483.82
11.7,43.41,1016.08,62.27,469.2166995
25.06,65.46,1014.37,38.82,444.7366995
25.61,60.32,1015.77,56.48,443.96
21.17,59.8,1016.06,77.73,457.3666995
22.35,65.61,1016.27,73.93,450.1166995
17,45.09,1013.52,88.32,458.94
27.51,63.73,1009.97,66.14,440.81
21.39,62.96,1019.49,72.24,450.9733005
26.86,72.58,1009.22,88.39,430.3966995
22.69,59.44,1012.97,83.47,448.1366995
25.82,69.68,1012.69,89.94,441.2866995
26.36,54.5,1015.35,66.87,450.1033005
9.14,42.44,1014.48,92.03,481.46
26.65,73.18,1012.27,83.12,439.4066995
29.8,64.69,1006.6,54.43,436.1433005
23.48,65.12,1015.82,60.83,447.3666995
21.81,65.06,1014.6,66.41,448.8366995
15.94,41.76,1023.32,67.17,462.44
9.99,41.82,1033.14,68.36,474.0433005
15.34,36.99,1007.87,94.59,466.2866995
26.45,75.6,1017.42,74.5,438.5966995
16.46,61.27,1020.02,74.54,454.9333005
7.93,42.28,1008.43,85.57,483.0433005
7.94,43.65,1018.75,59.45,479.8
21.19,42.48,1013.43,80.52,471.4666995
20.84,65.06,1016.88,71.93,445.74
17.25,43.14,1018.34,76.17,464.5066995
14.48,40.83,1009.42,81.74,469.64
26.96,73.68,1013.81,84.77,429.48
6.85,37.49,1011.01,84.53,483.12
12.64,41.79,1016.38,92.65,459.7533005
17.3,58.59,1015.52,87.17,454.88
26.16,59.87,1013.24,71.92,446.73
25.04,70.36,1006.56,75.91,434.7633005
27.92,74.99,1005.47,75.13,431.76
26.67,59.44,1012.01,58.83,439.5833005
24.81,59.87,1018.56,61.18,444.89
16.71,42.99,1007.72,75.35,466.7966995
23.07,65.46,1014.07,46.77,447.8966995
18.04,44.88,1017.96,66.3,462.8366995
17.07,41.35,1005.88,83.43,466.3066995
25.42,67.25,1017.92,68.61,437.7233005
9.48,40.8,1023.82,78.98,485.36
11.9,39.16,1016.53,84.59,479.4566995
9.96,41.55,1002.59,65.86,475.91
27.06,64.45,1008.72,54.21,444.8066995
10.26,39.13,1010.94,87.78,474.16
31.46,71.8,1010.75,54.88,433.2533005
28.07,66.17,1010.58,64.11,443.77
22.12,60.77,1018.01,83.87,443.97
14.7,40.8,1025.78,50.96,474.5566995
26.66,70.02,1010.88,58.37,438.2833005
11.48,37.5,1014.38,69.75,472.9
23.84,49.21,1013.1,44.72,447.1466995
21.08,52.05,1012.28,45.25,455.1066995
25.41,66.49,1014.06,51.09,447.4933005
28.04,70.32,1011.28,78.16,433.7133005
21.03,59.8,1015.86,76.63,453.86
24.88,52.36,1014.45,68.39,450.6033005
26.92,64.69,1006.66,76.14,439.3266995
23.07,57.17,1009.84,76.8,445.7866995
18.09,43.72,1008.64,74.15,453.02
21.1,49.16,1006.76,86.08,442.78
9.1,39.42,1025.28,68.78,473.5566995
22.1,58.33,1013.71,69.09,443.0166995
21.6,43.43,1010.28,61.87,444.6933005
21.11,69.94,1004.37,84.26,439.91
29.45,68.84,1011.64,59.7,440.1166995
24.69,59.92,1010.12,80.58,436.33
21.3,66.86,1013.04,55.43,452.2666995
18.99,44.58,1018.29,54.71,468.35
4.7,39.9,1007.45,91.02,489.4866995
7.41,40.81,1026.15,88.96,488.48
10.04,39.66,1015.84,82.31,482.3366995
13.09,41.62,1011.82,83.14,455.5833005
5.75,42.07,1004.24,78.23,485.23
20.65,48.41,1008.38,91.02,449.0566995
8.84,42.49,1010.28,89.09,483.2866995
18.18,67.71,1004.5,87.26,447.5333005
13.71,45.08,1023.35,82.93,470.1366995
24.47,75.23,1012.43,75.25,439.3633005
24.34,70.79,1006.82,85.66,433.83
27.98,67.9,1006.3,73.53,436.08
15.27,41.16,1009,84.12,465.3033005
30.26,76.2,1008.44,62.1,433.3333005
15.84,52.72,1026.45,62.57,466.6366995
26.07,69.23,1013.32,54.03,435.2333005
19.43,52.9,1017.16,67.41,456.7533005
27.1,73.21,1002.97,89.68,429.1633005
13.87,38.01,1022.61,84.22,475.0966995
26.96,72.58,1009.23,89.62,430.7366995
30.12,69.68,1012.89,60.64,438.0466995
15.73,38.73,1002.48,76.91,468.3366995
7.95,41.26,1008.48,97.92,478.8933005
3.85,35.47,1016.78,85.31,491.4866995
21.98,55.97,1009.12,89.51,440.9433005
13.04,40.69,1015.96,82.37,475.1966995
10.61,41.58,1021.08,93.06,463.4433005
25.3,49.3,1003.67,69.08,436.62
22.54,63.91,1012.15,84.91,448.3466995
16.71,40.56,1019.48,49.88,469.1666995
3.63,38.44,1016.16,87.38,487.87
12.19,40.75,1015.13,88.98,473.6533005
13.84,42.18,1015.74,79.76,466.9533005
12.62,40.83,1010.06,81.52,469.2333005
13.94,41.26,1021.67,74.4,466.1933005
29.46,71.94,1006.96,62.26,430.2466995
14.01,45.08,1023.28,82.49,463.0833005
11.83,44.21,1019.37,85.31,465.3266995
14.41,43.13,1016.32,59.55,465.7533005
17.5,42.44,1012.55,76.85,468.4866995
10.72,39.35,1015.35,86.43,481.8866995
17.04,40.12,1011.81,83.14,456.3933005
26.66,73.56,1006.9,99.27,431.9133005
5.24,38.68,1018.03,78.65,488.3766995
8.53,40.02,1031.27,85.57,478.4366995
31.44,64.44,1014.04,49.15,435.8933005
10.34,41.46,1017.75,89.73,479.7366995
26.38,59.92,1009.99,71.91,446.5566995
24.96,77.54,1008.25,80.6,435.1066995
24.78,58.46,1016.82,67.5,440.7133005
20.27,56.65,1020.75,67.12,452.5833005
22.35,58.59,1013.99,79.78,444.04
26.84,70.36,1007.41,71.47,440.4633005
12.11,41.17,1019.46,62.59,475.53
24.96,60.84,1018.13,59.51,444.0666995
8.75,36.3,1015.61,57.53,482.1066995
11.77,42.03,1017.63,79.35,472.22
28.8,70.02,1010.76,49.61,437.1566995
8.73,39.42,1025.63,69.87,474.44
23.76,58.82,1011.75,77.34,446.2766995
13.8,44.34,1019.43,66.74,468.8
7.71,40.77,1021.93,87.04,483.8966995
15.36,40.89,1007.59,86.08,464.12
27.81,64.69,1006.59,71.75,437.02
24.02,77.54,1008.33,83.92,438.52
30.09,76.2,1006.64,61.02,432.9733005
20.76,51.19,1009,87.23,445
30.1,47.93,1002.64,42.06,435.27
25.73,62.66,1010.15,54.66,446.5566995
25.21,64.63,1020.56,51.31,450.3666995
18.93,48.6,1005.72,84.92,448.0333005
28.84,75.6,1018.41,53.96,440.9833005
32.43,68.31,1010.09,42.22,441.4566995
25.77,58.59,1012.51,55.84,447.9433005
18.62,44.06,1017.76,64.59,454.5266995
6.44,39.33,1011.8,93.5,490.57
5.71,45.87,1012.04,93.42,480.7833005
28.88,54.89,1007.16,46.6,442.6966995
8.57,41.17,1020.18,72.47,484.2
7.87,41.17,1020.33,77.77,486.2
19.36,68.61,1010.85,94.87,452.7933005
10.9,40.67,1016.66,65.09,484.1066995
21.34,48.06,1014.49,63.23,459.8366995
16.69,53.82,1015.39,63.62,458.96
25.3,71.29,1007.86,62.98,437.17
27.14,63.13,1013.38,75.68,438.82
15.27,56.89,1013.28,86.92,456.72
14.62,42.86,1015.56,84.5,470.79
26.65,58.41,1013.53,65.83,444.3666995
28.84,75.6,1018.41,53.96,440.9833005
12.88,43.8,1023.19,59.18,469.8966995
5.82,40.78,1024.82,96.01,468.3133005
13.74,44.21,1023.26,84.2,468.3766995
8.05,40.62,1018.16,73.67,478.9066995
15.91,44.99,1010.93,62.81,461.4366995
12.25,41.38,1021.81,59,474.77
20.4,57.85,1011.14,92.47,450.07
27.39,66.93,1017.16,53.75,442.7466995
27.76,65.59,1010.8,67.29,439.03
24.44,47.93,1003.13,67.04,440.53
9.51,43.79,1016.02,79.81,481.12
22.02,46.93,1014.32,55.92,450.2133005
12.67,41.16,1016.92,92.8,462.35
27.24,66.75,1017.78,69.6,435.3566995
28.33,68.27,1008.09,50.37,430.9533005
9.15,41.82,1032.88,75.11,479.4866995
15.25,39.58,1012.1,73.05,464.5033005
6.71,39.37,1020.28,71.15,487.05
16.38,47.45,1010.08,88.86,450.69
32,71.85,1008.44,53.59,429.6566995
22.86,62.4,1010.59,78.24,447.3666995
7.39,39.81,1019.45,85.02,481.2833005
11.54,40.77,1022.13,83.5,467.3166995
9.73,40.22,1011.48,87.88,483.1266995
12.54,41.62,1010.86,83.42,461.08
12.34,40.62,1016.28,53.6,468.1766995
29.05,71.85,1008.6,78.69,428.39
31.23,72.58,1006.61,60.8,425.8733005
22.68,70.47,1010.86,82.8,439.7633005
9.93,40.67,1018.08,69.74,485.23
22,59.54,1004.55,95.25,441.0766995
18.8,44.78,1009.65,46,461.0833005
29.67,71.98,1005.16,67.75,423.4333005
30.93,70.83,1010.61,46.13,442.2966995
25.67,68.3,1017.16,74.19,435.89
13.64,43.71,1024.41,84.46,470.5566995
25.8,65.38,1009.3,52.28,448.7933005
14.65,39.28,1014.04,77.98,468.7033005
34.18,67.9,1005.87,30.34,427.2066995
17.8,62.26,1011.81,89.81,453.3266995
19.14,56.65,1020.84,82.97,458.06
26.11,73.17,1009.8,65.18,433.2333005
14.74,43.99,1023.13,86.31,460.1133005
5.5,39.04,1021.46,78.91,476.9433005
25.96,68.08,1010.86,67.07,435.84
27.28,47.93,1003.46,59.22,436.2933005
9.65,41.03,1021.09,64.97,479.9733005
29.05,65.74,1013.29,60.02,439.0333005
23.66,69.51,1012.9,52.59,435.39
27.2,49.16,1005.33,46.73,442.2766995
30,61.5,1009.4,48.63,437.3066995
6.63,39.37,1020.33,76.18,487.4533005
24.17,59.44,1012.66,78.53,445.4233005
8.35,42.85,1010.46,90.13,483.63
11.68,40.55,1022.21,85.76,475.13
9.48,44.71,1019.12,66.43,476.7133005
10.74,40.05,1015.45,87.33,476.2233005
8.62,39.66,1015.18,89.59,481.2833005
24.41,52.3,1006.28,70.33,442.62
14.55,40.73,1018.36,89.12,458.82
31.15,69.59,1007.82,64.96,433.0766995
16.28,42.99,1007.5,77.27,462.4233005
25.17,64.79,1017.87,63.26,443.8566995
25.59,61.08,1013.19,77.28,445.6166995
5.34,39.22,1012.73,81.42,472.66
12.53,42.03,1017.57,81.57,470.8866995
10.98,37.5,1011.12,97.51,474.0466995
23.23,64.69,1008.12,76.6,445.7166995
28.5,64.84,1011.47,54.41,441.74
4.83,38.44,1015.35,72.94,483.6133005
8.01,40.62,1015.62,86.43,477.9266995
27.56,68.08,1010.8,59.18,432.2433005
25.68,70.17,1001.38,85.89,432.2133005
9.56,44.71,1021.13,64.6,487.92
24.04,59.43,1007.6,76.98,437.51
15.62,40.89,1007.01,79.21,466.15
26.24,49.82,1014.9,55.58,450.7033005
7.04,41.74,1021.91,88.55,487.2833005
18.44,39.72,1001.14,66.83,462.1466995
24.21,70.98,1007.02,95.57,441.78
5.62,43.65,1017.9,77.43,483.3966995
10.6,40.22,1011.37,85.81,477.62
20.88,57.85,1012.39,85.47,452.5766995
29.35,68.31,1010.46,46.2,447.5666995
8.75,40.77,1021.99,86.46,477.1433005
9.14,40.6,1015.34,88.91,481.8633005
15.29,38.73,1000.9,81.17,470.3266995
14.03,49.15,1020.5,83.65,465.4533005
28.33,64.96,999.71,69.66,425.7133005
8.3,36.08,1020.63,80.42,483.3066995
11.17,44.77,1018.2,79.6,472.5566995
16.62,54.3,1017.99,63.76,461.2966995
20.85,48.7,1007.11,87.2,451.2766995
14.35,46.18,1016.63,87.76,463.4466995
10.32,42.28,1008.82,75.66,481.09
21.55,44.05,1005.69,84.05,441.7733005
13.17,38.52,1018.5,83.77,470.5266995
23.21,58.49,1010.97,74.34,449.7966995
12.15,71.14,1019.56,86.06,460.8033005
15.9,41.35,1006.28,78.2,462.3233005
7.79,42.03,1017.74,91.48,478.9666995
30.51,60.75,1009.86,51,435.57
15.52,36.99,1006.86,89.7,469.6066995
16.88,56.89,1014.01,82.1,455.2933005
11.88,41.58,1016.56,90.18,467.1766995
16.98,43.7,1015.07,53.51,465.7166995
14.84,43.69,1016.31,68.67,470.3633005
25.76,65.48,1017.82,54.77,439.4333005
27.02,61.86,1012.38,70.28,440.9633005
22.08,41.54,1014.21,73.73,457.0333005
19.69,56.65,1020.86,70.02,453.1633005
25.69,59.54,1004.05,81.69,437.3533005
4.78,42.85,1013.07,94.72,477.3833005
28.32,47.93,1003.26,54.5,441.2066995
14.69,35.71,1015.78,57.34,465.6833005
9.84,36.66,1026.7,70.02,475.9133005
14.57,44.84,1023.46,87.2,466.2866995
28.31,66.17,1009.75,72.66,444.51
29.09,70.98,1007.86,80.35,441.0466995
28.55,66.51,1015.46,34.04,432.59
28.24,65.27,1013.43,48.74,441.0666995
14.86,44.85,1016.19,67.43,470.5766995
26.3,77.95,1009.45,78.72,436.2433005
13.83,42.86,1030.77,75.09,471.9166995
8.47,41.03,1021.72,70.16,483.3933005
26.94,59.87,1011.66,58.34,446.8933005
28.11,70.98,1007.76,85.6,433.5366995
13.23,52.72,1026.4,75.78,465.26
16.36,53.82,1015.05,71.95,461.62
13.85,44.9,1019.11,76.79,465.4933005
21.38,60.84,1017.94,82.83,444.0933005
28.55,65.27,1013.34,48.95,439.3266995
8.51,42.32,1015.08,84.89,478.3066995
22.28,59.92,1009.36,95.38,439.5566995
18.83,47.83,1005.58,77.07,455.9366995
24.54,60.29,1017.42,58.94,449.3766995
9.73,41.01,1021.76,97.71,470.8166995
24.34,59.54,1004.01,87.07,438.9233005
14.12,39.52,1016.79,75.89,474.0266995
25.47,70.36,1005.79,77.73,438.7266995
26.49,71.73,1010.07,74.48,432.7666995
11.01,42.02,995.24,98.62,475.6666995
13.86,40.66,1017.15,83.82,463.49
18.77,50.66,1014.89,87.34,458.7766995
26.13,47.93,1002.81,66.19,442.9866995
9.16,42.44,1014.43,93.67,482.6866995
11.72,40.55,1020.74,86.22,472.9933005
15.09,39.52,1017.05,72.43,471.5066995
15.71,39.3,1019.2,62.28,462.84
12.16,45,1021.51,50.52,482.99
22.32,47.93,1004.07,86.95,441.9166995
15.26,46.18,1013.68,98.58,461.8933005
13.56,41.48,1008.53,87.2,461.4666995
24.34,62.96,1019.7,61.44,447.7966995
24.65,71.98,1006.46,91.11,433.4766995
5.19,40.78,1025.24,95.07,480.7533005
11.76,40.96,1023.22,81.31,476.8866995
14.74,42.77,1017.71,76.59,465.3166995
13.12,39.18,1023.11,64.33,473.1466995
21.84,58.86,1014.13,69.67,445.16
28.41,75.6,1018.48,56.07,441.9866995
27.27,72.24,1010.69,78.09,434.0566995
14.03,44.88,1019.6,57.63,463.8033005
31.63,69.59,1008.66,61.81,438.5966995
24.32,59.14,1017.46,80.14,438.08
14.12,42.86,1011.84,88.29,473.5666995
28.83,64.96,1000.05,63.57,427.4233005
7.99,36.08,1020.08,83.2,483.0566995
12.62,40.92,1021.85,81.41,463.9733005
12.51,41.14,1027.36,87.86,463.79
22.71,59.43,1005.68,83.52,442.9466995
13.11,38.73,1005.89,89.02,471.6733005
26.58,70.98,1008.96,77.36,434.41
3.31,39.42,1024.05,84.31,487.19
32.55,69.89,1013.87,40.09,427.1333005
7.26,36.08,1021.47,83.15,483.58
18.53,48.98,1014.24,74.29,452.73
25.61,74.22,1010.26,75.15,438.45
16.09,50.59,1015.69,84.41,461.9333005
8.49,36.25,1029.7,84.41,480.35
7.64,42.28,1008.49,83.42,485.4466995
26.01,58.41,1013.56,70.84,445.4466995
22.22,66.05,1016.15,80.58,441.2433005
15.29,44.88,1018.85,73.67,465.0266995
28.07,64.09,1005.41,64.09,438.3166995
18.27,50.16,1011.07,95.91,451.76
13.25,44.92,1024.11,89.34,470.8866995
18.61,63.09,1019.37,83.08,448.1033005
15.04,38.01,1022.46,78.29,469.8266995
17.03,58.49,1011.91,92.16,460.48
25.28,70.32,1006.91,81.74,429.7233005
12.14,45,1023.9,89.2,476.6
24.91,57.17,1010.88,72.97,446.01
13.4,40.89,1010.67,91.66,472.36
26.68,63.73,1009.7,71.55,439.69
8.7,39.72,1020,78.75,479.03
25.35,65.18,1012.67,70.36,436.4633005
26.56,52.3,1007.4,62.04,440.9566995
24.86,72.39,1001.15,90.24,439.1433005
8.68,39.61,1021.54,77.98,488.0166995
24.33,68.08,1013.02,64.81,441.2233005
27.83,69.04,1009.69,63.79,444.9466995
20.57,60.1,1011.16,83.45,450.1733005
15.14,49.64,1023.78,75,461.8733005
19.2,61.27,1020.02,65.53,453.4933005
23.96,58.33,1013.37,59.97,444.3033005
25.74,65.38,1009.6,54.34,454.6466995
26.56,49.02,1007.65,70.78,440.5266995
18.01,62.26,1011.89,89.29,449.4333005
26.69,79.74,1008.29,73.79,429.7033005
18.27,51.43,1010.38,88.39,460.41
9.55,40.67,1018.56,70.72,486.34
10.31,42.49,1009.43,78.36,481.3466995
9.44,44.03,1009.59,86.27,475.3166995
20.15,49.5,1013.47,66.7,464.3566995
21.92,64.63,1020.42,65.22,450.7833005
24.54,48.41,1008.61,73.53,438.0833005
15.87,45,1021.92,40,469.1433005
21.23,61.5,1008.98,82.14,452.6266995
9.65,44.68,1022.9,98.08,476.71
25.89,66.49,1013.08,63.16,436.3766995
21.67,69.71,1010.46,96.83,441.8666995
11.46,38.91,1012.34,77.37,477.5
25.42,68.08,1011.2,76.58,433.82
10.47,41.06,1022.24,81.16,479.1766995
25.28,72.39,1002.28,89.43,434.2266995
5.8,45.87,1009.14,92.06,479.8933005
21.74,60.27,1015.82,88.96,442.9266995
25.9,48.92,1009.82,35.42,442.0933005
26.27,71.98,1005.72,86.15,427.65
9.59,38.91,1011.87,81.3,478.2533005
9.37,44.77,1020.61,87.31,472.7033005
27.38,69.4,1004.57,74.12,436.1766995
29.89,65.74,1012.95,51.36,438.24
29.24,64.33,1011.49,65.08,440.12
10.32,40.35,1011.64,84.05,483.2166995
8.13,71.14,1018.94,86.7,471.99
16.15,44.21,1020.76,85.41,462.02
4.78,42.85,1013.39,93.36,483.1766995
22.76,58.96,1013.85,55.95,455.7566995
26.2,72.24,1011.3,78.29,432.65
29.4,57.19,1008.34,53.95,435.2133005
26.85,75.6,1017.43,74.55,435.1866995
25.02,50.78,1008.79,63.06,446.4066995
26.7,49.02,1007.68,67.97,437.2133005
27.49,63.78,1015.43,47.45,443.9533005
22.49,62.96,1020.21,78.99,447.48
13.65,44.6,1017.99,87.04,464.3533005
17.95,49.21,1012.05,59.44,453.3933005
19.38,63.56,1013.13,83.54,450.3033005
24.95,64.33,1011.34,81.05,439.2633005
25.21,63.21,1012.24,85.14,442.7466995
22.04,59.14,1017.34,84.75,444.1566995
19.18,58.2,1017.46,76.72,453.2
11.3,44.6,1018.19,91.66,468.7933005
20.79,50.59,1017.75,73.35,454.3033005
8.26,40.96,1025.23,89.22,485.73
8.56,40.71,1021.27,95.87,471.58
16.32,50.88,1013.37,97.19,458.28
17.84,52.08,1006.65,100.09,448.9633005
10.72,41.17,1019.68,60.71,477.5033005
20.3,58.46,1015.93,82.13,448.79
14.02,40.66,1017.05,84.14,465.39
23.92,61.87,1009.63,54.16,441.15
13.08,42.32,1016.63,83.72,460.7033005
27.35,66.05,1017.62,55.26,441.3066995
11.04,39.96,1025.75,94.44,470.5466995
28.73,73.91,1004.91,70.17,436.12
20.2,60.1,1010.66,84.24,451.17
23.61,43.77,1011.81,56.08,442.8433005
11.64,41.44,1016.4,73.18,478.99
18.99,62.1,1020,76.76,451.3833005
15.86,43.67,1011.11,82.24,465.46
26.52,63.94,1018.23,42.41,442.1766995
15.11,56.03,1020.27,89.95,462.65
28.29,68.08,1010.77,53.92,430.93
20.61,62.91,1013.24,79.54,448.2366995
23.36,56.89,1014.23,78.34,438.8033005
20.71,58.18,1007.63,98.44,448.7666995
